code,name,theme,source,freq,lastupdate,status
PAN12_NFSPNYS12,Necessidades de financiamento - conceito nominal,Macroeconomic,Bacen/Notas Imprensa/F. Púb.,Monthly,2025-06-30,Active
PAN12_NFSPPYS12,Necessidades de financiamento - conceito primário,Macroeconomic,Bacen/Notas Imprensa/F. Púb.,Monthly,2025-06-30,Active
PAN4_DTSPY4,Dívida pública total,Macroeconomic,Bacen/Notas Imprensa/F. Púb.,Quarterly,2025-06-11,Inactive
BM_M0FN,Base monetária restrita -M0 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Yearly,2025-01-28,Active
BM_M1FN,Meio de pagamento restrito -M1 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Yearly,2025-06-02,Active
BM12_CCA12,Operações de crédito - concessões - total,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CCAPF12,Operações de crédito - concessões - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CCAPJ12,Operações de crédito - concessões - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CIN12,Operações de crédito - inadimplência da carteira de crédito  - total,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CINPF12,Operações de crédito - inadimplência da carteira de crédito - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CINPJ12,Operações de crédito - inadimplência da carteira de crédito - pessoa Jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CRDCAPF12,Operações de crédito - concessões - recursos direcionados - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CRDCAPJ12,Operações de crédito - concessões - recursos direcionados - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CRDINPF12,Operações de crédito - inadimplência da carteira de crédito - recursos direcionados - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRDINPJ12,Operações de crédito - inadimplência da carteira de crédito - recursos direcionados - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRDSPF12,Operações de crédito - saldo da carteira de crédito - recursos direcionados - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRDSPJ12,Operações de crédito - saldo da carteira de crédito - recursos direcionados - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRDTJPF12,Operações de crédito - taxa média de juros  - recursos direcionados - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRDTJPJ12,Operações de crédito - taxa média de juros  - recursos direcionados - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRLCAPF12,Operações de crédito - concessões de crédito - recursos livres - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CRLCAPJ12,Operações de crédito - concessões de crédito - recursos livres - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CRLINPF12,Operações de crédito - inadimplência da carteira de crédito - recursos livres - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRLINPJ12,Operações de crédito - inadimplência da carteira de crédito - recursos livres - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRLSPF12,Operações de crédito - saldo da carteira de crédito - recursos livres - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRLSPJ12,Operações de crédito - saldo da carteira de crédito - recursos livres - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRLTJPF12,Operações de crédito - taxa média de juros  - recursos livres - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CRLTJPJ12,Operações de crédito - taxa média de juros  - recursos livres - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_CS12,Operações de crédito - saldo da carteira de crédito - total,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CTJ12,Operações de crédito - taxa média de juros - total,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CTJPF12,Operações de crédito - taxa média de juros - pessoa física,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Active
BM12_CTJPJ12,Operações de crédito - taxa média de juros - pessoa jurídica,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-06-27,Inactive
BM12_DEPOUCN12,Meio de pagamento ampliado - M2 - depósitos em poupança - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_DEPOUCNY12,Meio de pagamento ampliado - M2 - depósitos em poupança - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_DEV12,Meio de pagamento Restrito - M1 - depósitos à vista - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_DEVM12,Meio de pagamento Restrito - M1 - depósitos à vista - média,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M0MN12,Base monetária restrita - M0 - média,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M0N12,Base monetária restrita - M0 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M0NY12,Base monetária restrita - M0 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M1MN12,Meio de pagamento restrito - M1 - média,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M1N12,Meio de pagamento restrito - M1 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M1NY12,Meio de pagamento restrito - M1 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M2NCN12,Meio de pagamento ampliado - M2 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M2NCNY12,Meio de pagamento ampliado - M2 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M3NCN12,Meio de pagamento ampliado - M3 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M4NCN12,Meio de pagamento ampliado -  M4  -  fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_M4NCNY12,Meio de pagamento ampliado - M4 - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_PME12,Base Monetária restrita - M0 - papel-moeda emitido - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_PMEM12,Base Monetária restrita - M0 - papel-moeda emitido - média,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_PMPP12,Meio de pagamento Restrito - M1 - papel-moeda em poder do público - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_PMPPM12,Meio de pagamento Restrito - M1 - papel-moeda em poder do público - média,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_RBM12,Base Monetária restrita - M0 - reservas bancárias - média,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_REB12,Base Monetária restrita - M0 - reservas bancárias - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_TFPPNCN12,Meio de pagamento ampliado -  M4 - títulos federais (Selic) - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM12_TFPPNCNY12,Meio de pagamento ampliado - M4 - títulos federais (Selic) - fim de período,Macroeconomic,Bacen/Notas Imprensa/Moeda,Monthly,2025-07-03,Active
BM_RES,Reservas internacionais - estoque,Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Yearly,2025-05-06,Active
BPAG_TCPIB,Balanço de pagamentos - transações correntes,Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Yearly,2025-04-29,Active
PAN_MTV,Balança comercial - importações (BPM6),Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Yearly,2025-03-26,Inactive
BM12_RES12,Reservas internacionais,Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Monthly,2025-06-25,Active
PAN12_MTV12,Balança comercial - importações (BPM6),Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Monthly,2025-06-25,Active
PAN12_SBC12,Balança comercial - saldo (BPM6),Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Monthly,2025-06-25,Active
PAN12_STC12,Transações correntes - saldo (BPM6),Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Monthly,2025-06-25,Active
PAN12_XTV12,Balança comercial - exportações (BPM6),Macroeconomic,Bacen/Notas Imprensa/Set. Ext.,Monthly,2025-06-25,Active
BPAG4_AEDER4,Ativo exterior - derivativos financeiros (exceto reservas),Macroeconomic,Bacen/PII,Quarterly,2025-04-01,Active
BPAG4_AEIDE4,Ativo exterior - investimento direto no exterior,Macroeconomic,Bacen/PII,Quarterly,2025-04-01,Active
WDI_PIBPPCBRA,Brasil - PIB - paridade do poder de compra (PPC),Macroeconomic,Banco Mundial/WDI,Yearly,2024-11-27,Active
WDI_PIBPPCCAPBRA,Brasil - PIB - paridade do poder de compra (PPC) - per capita,Macroeconomic,Banco Mundial/WDI,Yearly,2024-11-27,Active
WDI_PIBPPCCAPRBRA,Brasil - PIB - paridade do poder de compra (PPC) - per capita,Macroeconomic,Banco Mundial/WDI,Yearly,2024-11-27,Active
WDI_PIBPPCRBRA,Brasil - PIB - paridade do poder de compra (PPC),Macroeconomic,Banco Mundial/WDI,Yearly,2024-11-27,Active
WDI_PPCTAXAC2021,Taxa de paridade do poder de compra (PPC) - consumo das familias - referência 2021 (Banco Mundial),Macroeconomic,Banco Mundial/WDI,Yearly,2025-05-28,Active
CNC12_ICAEC12,Condições atuais do empresário do comércio,Macroeconomic,CNC,Monthly,2025-07-11,Inactive
CNC12_ICEC12,Índice de confiança do empresário do comércio,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_ICF12,Intenção de consumo das famílias - total,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_ICFAB12,Intenção de consumo das famílias - Abaixo de 10 salários mínimos,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_ICFAC12,Intenção de consumo das famílias - Acima de 10 salários mínimos,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_IEEC12,Expectativas do empresário do comércio,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_IIEC12,Intenções de investimento do empresário do comércio,Macroeconomic,CNC,Monthly,2025-07-11,Inactive
CNC12_PEICA12,Pesquisa nacional de endividamento e inadimplência do consumidor - famílias com dívidas em atraso,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_PEICRC12,Pesquisa nacional de endividamento e inadimplência do consumidor - renda comprometida com dívida,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_PEICSC12,Pesquisa nacional de endividamento e inadimplência do consumidor - famílias sem condição de pagar dívidas em atraso,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNC12_PEICT12,Pesquisa nacional de endividamento e inadimplência do consumidor - total,Macroeconomic,CNC,Monthly,2025-07-11,Active
CNI12_HTRAB12,Indicadores Industriais - horas trabalhadas - indústria - índice (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_HTRABD12,Indicadores Industriais - horas trabalhadas - indústria - índice dessazonalizado (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_ICEICA12,Índice de Confiança do Empresário Industrial (ICEI) - condições atuais,Macroeconomic,CNI,Monthly,2025-07-11,Active
CNI12_ICEIEXP12,Índice de Confiança do Empresário Industrial (ICEI) - expectativas,Macroeconomic,CNI,Monthly,2025-07-11,Active
CNI12_ICEIGER12,Índice de Confiança do Empresário Industrial (ICEI) - geral,Macroeconomic,CNI,Monthly,2025-07-11,Active
CNI12_INDE12,Sondagem Industrial - produção indústria geral -  estoques  - evolução - índice,Macroeconomic,CNI,Monthly,2025-05-22,Active
CNI12_INDEE12,Sondagem Industrial - produção industrial - indústria extrativa -  estoques  - evolução - índice,Macroeconomic,CNI,Monthly,2025-05-22,Inactive
CNI12_INDTE12,Sondagem Industrial - produção industrial - indústria de transformação -  estoques  - evolução - índice,Macroeconomic,CNI,Monthly,2025-05-22,Inactive
CNI12_NUCAP12,Indicadores Industriais - utilização da capacidade instalada - indústria - índice (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_NUCAPD12,Indicadores Industriais - utilização da capacidade instalada - indústria - índice dessazonalizado (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_PEEMP12,Indicadores Industriais - pessoal empregado - indústria - índice (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_PEEMPD12,Indicadores Industriais - pessoal empregado - indústria - índice dessazonalizado (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_REMN12,Indicadores Industriais - massa salarial - indústria - índice real (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_REMR12,Indicadores Industriais - massa salarial - real - indústria - índice (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_RENDR12,Indicadores Industriais - rendimento médio real - indústria - índice (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_VENREA12,Indicadores Industriais - faturamento real - indústria - índice (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
CNI12_VENRED12,Indicadores Industriais - faturamento real - indústria - índice dessazonalizado (média 2006 = 100),Macroeconomic,CNI,Monthly,2025-07-08,Active
DEPAE_SAFRA,Produção - agricultura - grãos,Macroeconomic,Conab/IE,Yearly,2025-01-28,Active
DEPAE_SAFRAAREA,Área plantada - grãos,Macroeconomic,Conab/IE,Yearly,2025-01-28,Active
DEPAE12_ATMI12,Preço médio - atacado - milho (em grão) - 60 kg - SP,Macroeconomic,Conab/IE,Monthly,2025-06-04,Active
DIEESE12_CBSP12,Cesta básica - município de São Paulo,Macroeconomic,Dieese,Monthly,2025-07-15,Active
EIA366_PBRENT366,Preço - petróleo bruto - Brent (FOB),Macroeconomic,EIA,Daily,2025-07-15,Active
EIA366_PWTI366,Preço - petróleo bruto - WTI (FOB),Macroeconomic,EIA,Daily,2025-07-15,Active
ECONMI12_USPCG12,índice de preços ao consumidor - variação em 12 meses,Macroeconomic,Economist,Monthly,2025-06-10,Active
ECONMI4_USPIBG34,PIB - variação real trimestral  anualizada,Macroeconomic,Economist,Quarterly,2025-04-16,Active
ECONMI4_USPIBG4,PIB - variação real contra igual trimestre do ano anterior,Macroeconomic,Economist,Quarterly,2025-04-16,Active
ELETRO_CEECOM,Energia elétrica - consumo - comércio - quantidade,Macroeconomic,Eletrobras,Yearly,2024-08-09,Active
ELETRO_CEEIND,Energia elétrica - consumo - indústria - quantidade,Macroeconomic,Eletrobras,Yearly,2024-08-09,Active
ELETRO_CEERES,Energia elétrica - consumo - residência - quantidade,Macroeconomic,Eletrobras,Yearly,2024-08-09,Active
ELETRO_CEET,Energia elétrica - consumo -  quantidade,Macroeconomic,Eletrobras,Yearly,2024-08-09,Active
ELETRO12_CEECO12,Energia elétrica - consumo - região Centro-Oeste (CO) - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEECOM12,Energia elétrica - consumo - comércio - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEEIND12,Energia elétrica - consumo - indústria - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEENE12,Energia elétrica - consumo - região Nordeste (NE) - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEENO12,Energia elétrica - consumo - região Norte (N) - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEEOUT12,Energia elétrica - consumo - outros setores - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEERES12,Energia elétrica - consumo - residência - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEESE12,Energia elétrica - Consumo - região Sudeste (SE) - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEESU12,Energia elétrica - consumo - região Sul (S) - quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEET12,Energia elétrica - consumo -  quantidade,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEETCOM12,Energia elétrica - consumo - comércio - tarifa média por MWh,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEETIND12,Energia elétrica - consumo - indústria - tarifa média por MWh,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEETRES12,Energia elétrica - consumo - residência - tarifa média por MWh,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
ELETRO12_CEETT12,Energia elétrica - consumo - tarifa média por MWh,Macroeconomic,Eletrobras,Monthly,2025-07-11,Active
FENABRAVE12_VENDAUTO12,Emplacamento de veículos - autoveículos - automóveis,Macroeconomic,FENABRAVE,Monthly,2025-07-14,Active
FENABRAVE12_VENDVETOT12,Emplacamento de veículos - autoveículos,Macroeconomic,FENABRAVE,Monthly,2025-07-14,Active
CE12_CUTIND12,Utilização da capacidade instalada - indústria - média,Macroeconomic,FGV/Conj. Econ.,Monthly,2025-06-30,Active
IGP_IGP,IGP-DI - geral - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-01-08,Active
IGP_IGPDIG,IGP-DI,Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-01-08,Active
IGP_IGPF,IGP-DI - geral - centrado - fim período - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-05-09,Active
IGP_IGPFG,IGP-DI - geral - centrado - fim período - var.,Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-05-09,Active
IGP_IGPMG,IGP-M,Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-01-03,Active
IGP_IGPOG,IGP-OG - geral - índice (ago. 1994 = 100) - INATIVA,Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2023-03-16,Inactive
IGP_INCCG,INCC-DI,Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-01-08,Active
IGP_IPA,IPA-DI - geral - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-01-08,Active
IGP_IPADIG,IPA-DI,Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-01-08,Active
IGP_IPCG,IPC-DI (FGV),Macroeconomic,FGV/Conj. Econ. - IGP,Yearly,2025-01-08,Active
IGP366_IPCS366,IPC-S,Macroeconomic,FGV/Conj. Econ. - IGP,Daily,2025-07-10,Active
IGP12_ICVRJ12A,IPC - geral - índice (ago. 1994 = 100) - RJ - INATIVA,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2010-02-09,Inactive
IGP12_IGP1012,IGP-10 - geral - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-06-16,Active
IGP12_IGPDI12,IGP-DI - geral - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-07-08,Active
IGP12_IGPDIG12,IGP-DI,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-07-08,Active
IGP12_IGPM12,IGP-M - geral - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-06-27,Active
IGP12_IGPMG12,IGP-M,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-06-27,Active
IGP12_IGPMG1D12,IGP-M - 1º decêndio,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-07-11,Active
IGP12_IGPMG2D12,IGP-M - 2º decêndio,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-06-24,Active
IGP12_IGPOGG12,IGP-OG - INATIVA,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2023-05-25,Inactive
IGP12_INCC1012,INCC-10 - geral - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-06-16,Active
IGP12_INCC12,INCC-DI - geral - índice (ago. 1994 = 100),Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-07-08,Active
IGP12_INCCG12,INCC-DI,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-07-08,Active
IGP12_INCCMG12,INCC-M,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-06-27,Active
IGP12_INCCMG1D12,INCC-M - 1º decêndio,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-07-11,Active
IGP12_INCCMG2D12,INCC-M - 2º decêndio,Macroeconomic,FGV/Conj. Econ. - IGP,Monthly,2025-06-24,Active
